"upshift","tot_duty_fm","price_fm","duty_fm","duty_fm_pp","avt_rate","avt","total_excise_per_pack","excise_pct_fm","tot_spend_fm","tot_duty_ryo","price_ryo","deflator","price_ryo_d","duty_ryo","duty_ryo_pp","excise_pct_ryo","tot_spend_ryo","total_annual_spend_hmrc","total_annual_spend_surv","svy_data"
1.70980968117708,6372.432066782,8.83,228.29,4.5658,0.165,1.45695,6.02275,0.682078142695357,9343,1187.72518071263,51.6,0.928384279475983,47.9046288209607,234.65,23.465,0.489827404522814,2425,12835.6496819739,7507.06340201411,"Toolkit"
