"upshift","tot_duty_fm","price_fm","duty_fm","avt","total_excise_per_pack","excise_pct_fm","tot_spend_fm","tot_duty_ryo","price_ryo","price_ryo_d","duty_ryo","excise_pct_ryo","tot_spend_ryo","total_annual_spend_hmrc","total_annual_spend_surv"
2.12866192068028,7748,10.63,4.5658,1.75395,6.31975,0.594520225776105,13032,1444,51.6,47.9046288209607,23.465,0.489827404522814,2948,15980,7507.06340201411
