"upshift","tot_duty_fm","price_fm","duty_fm","duty_fm_pp","avt_rate","avt","vat_fm","total_excise_per_pack","excise_pct_fm","vat_pct_fm","tax_pct_fm","tot_legal_spend_fm","tot_illicit_spend_fm","tot_duty_ryo","price_ryo","deflator","price_ryo_d","duty_ryo","duty_ryo_pp","vat_ryo","excise_pct_ryo","vat_pct_ryo","tax_pct_ryo","tot_legal_spend_ryo","tot_illicit_spend_ryo","illicit_prop","total_annual_spend_hmrc","total_annual_spend_surv","svy_data"
1.66701266426222,6372.432066782,9.30685654008439,228.29,4.5658,0.165,1.53563132911392,1.55114275668073,6.10143132911392,0.655584547031021,0.166666666666667,0.822251213697688,9720,582.700815888412,1187.72518071263,51.6,0.928384279475983,47.9046288209607,234.65,23.465,7.98410480349345,0.489827404522814,0.166666666666667,0.656494071189481,2425,862.283318777293,0.106327139189206,13589.9841346657,8152.29807548,"Toolkit"
