"upshift","tot_duty_fm","price_fm","duty_fm","duty_fm_pp","avt_rate","avt","vat_fm","total_excise_per_pack","excise_pct_fm","vat_pct_fm","tax_pct_fm","tot_legal_spend_fm","tot_illicit_spend_fm","tot_duty_ryo","price_ryo","deflator","price_ryo_d","duty_ryo","duty_ryo_pp","vat_ryo","excise_pct_ryo","vat_pct_ryo","tax_pct_ryo","tot_legal_spend_ryo","tot_illicit_spend_ryo","illicit_prop","total_annual_spend_hmrc","total_annual_spend_surv","svy_data"
1.41703762573552,5934.84184618078,8.083,228.29,4.5658,0.165,1.333695,1.34716666666667,5.899495,0.729864530496103,0.166666666666667,0.89653119716277,8131,506.075351493849,1106.1649665911,45.52,1,45.52,234.65,23.465,7.58666666666667,0.51548769771529,0.166666666666667,0.682154364381957,2146,819.36,0.114237684704978,11602.4353514939,8187.81035928494,"Toolkit"
