"","grade_2cat","mean_week_spend","se_week_spend","median_week_spend","se_median_week_spend","sample_tkit","upshift"
"1","ABC1",25.2985926913915,0.0798001156637579,19.6661367249603,0.0999895449266887,7609,1
"2","C2DE",25.7263347157733,0.0851953930484798,20.7376362112322,0.106749827489745,11376,1
