"","grade_2cat","mean_week_spend","se_week_spend","median_week_spend","se_median_week_spend","sample_tkit","upshift"
"1","ABC1",43.6617817030187,0.138835336722277,33.8278634519173,0.173960676913013,7510,1.718739869
"2","C2DE",44.4277570357217,0.148717337511106,35.7024553812427,0.186342823901415,11211,1.718739869
