"","UTLAname","mean_week_spend","se_week_spend","median_week_spend","se_median_week_spend","sample_tkit","upshift"
"308","Bexley",43.2565144277001,2.1222649328162,32.0080614210596,2.65919796081869,30,3
"309","Birmingham",43.2215083152952,0.585852685609397,33.6521014417827,0.734073415068574,693,3
"310","Blackburn with Darwen",44.6291291304313,3.22061928341789,32.9528442163907,4.03543596212262,32,3
"311","Blackpool",39.4780054845058,2.13100046825264,32.0321606812672,2.67014358672056,68,3
"312","Bolton",55.2805344493668,3.48182632261584,29.0014535344022,4.36272838223765,21,3
"313","Bournemouth, Christchurch and Poole",36.144806997368,1.34967146781732,25.6161204452154,1.6911383491751,88,3
"314","Bracknell Forest",35.7470632498486,0,35.7470632498486,0,1,3
"315","Bradford",43.5513588038677,0.666853508387867,37.7347827942202,0.835567446009997,419,3
"316","Brent",42.3327343509857,1.47739101702197,35.487157308994,1.85117094432853,85,3
"317","Brighton and Hove",33.0368468850833,0.729798644794194,22.4287865918987,0.914437701927125,377,3
"318","Bristol",32.7591068720149,1.33746383544389,23.2840203590791,1.67584218581119,104,3
"319","Bromley",39.7389293244048,1.70826919828945,33.5986429803978,2.14046130545668,62,3
"320","Buckinghamshire UA",37.1474555178445,1.05350597187102,28.5558223530519,1.32004298275439,103,3
"321","Bury",39.8618864710921,1.77040667418244,31.3183796981645,2.2183195627506,83,3
"322","Calderdale",42.4996479628372,2.49483117904215,33.6253509636891,3.12602346733982,51,3
"323","Cambridgeshire",37.1280763377898,0.580188501217993,30.1767895682735,0.726976192026145,394,3
"324","Camden",36.8273168681103,1.66584256807942,35.0474968551744,2.08730073780352,52,3
"325","Central Bedfordshire",43.3801304931933,1.66912491372299,35.9460576518362,2.09141351689491,60,3
"326","Cheshire East",50.2508501737771,4.31172359213,25.239076081337,5.40258966093889,15,3
"327","Cheshire West and Chester",25.656095877504,2.11513036191057,16.7859886953654,2.65025834347394,15,3
"328","City of London",NA,0,NA,0,0,3
"329","Cornwall",32.0425202260735,0.592376513587312,24.1718237213262,0.742247771524902,453,3
"330","County Durham",37.9771828665891,1.47632274481943,34.1685714962204,1.84983239925874,85,3
"331","Coventry",40.7169018767875,3.92174205579161,24.0052127109356,4.91394279590688,20,3
"332","Croydon",39.7884988984819,1.20003124852797,30.0724168896109,1.50363915440554,146,3
"333","Cumbria",40.9170417422491,0.606213417366879,35.3980682111472,0.759585411960699,487,3
"334","Darlington",51.0878130976654,2.57352471451949,39.8173462804732,3.22462646729292,48,3
"335","Derby",38.3570360798949,1.22105862130641,25.3804149073925,1.52998645249694,181,3
"336","Derbyshire",41.873654172298,1.04506541443744,34.5223269289461,1.30946696429012,262,3
"337","Devon",30.8638121035254,0.787819928060305,21.2744466952159,0.987138369859562,183,3
"338","Doncaster",51.9956988455404,1.03677246265784,41.7578395975527,1.29907589571027,329,3
"339","Dorset",33.2330235990815,1.57155953610197,23.0860197170517,1.96916409873577,61,3
"340","Dudley",35.6779796986961,1.50848837868065,28.2542786818937,1.89013593848685,83,3
"341","Ealing",39.1390037773714,1.43588428085571,27.8032714165489,1.79916300391221,93,3
"342","East Riding of Yorkshire",44.6481623644873,1.86975071450371,39.9063127474725,2.34279764527315,49,3
"343","East Sussex",35.2119783275534,0.815286843037723,25.5777309359662,1.02155441432627,234,3
"344","Enfield",40.4139019557306,1.0642958382398,27.3859058595703,1.33356268531447,203,3
"345","Essex",44.8925405647704,0.583709363217486,35.487157308994,0.73138783211151,595,3
"346","Gateshead",35.385127036886,2.59335205994478,32.5724010618487,3.2494701311108,15,3
"347","Gloucestershire",39.1202640961888,0.618312175582884,33.5986429803978,0.774745156005354,315,3
"348","Greenwich",42.646908117586,1.51273324569132,30.9215581230416,1.89545475685123,133,3
"349","Hackney",32.3256176070305,1.09010682804329,22.2905311848223,1.36590385553824,178,3
"350","Halton",64.9207322416407,4.54691898802104,61.8431162460832,5.69728949199036,31,3
"351","Hammersmith and Fulham",36.6693614110356,1.4538657782571,21.2388409266883,1.82169382015615,103,3
"352","Hampshire",43.3125318887438,1.02812193859695,35.3602714319413,1.28823678906198,154,3
"353","Haringey",30.4959443116195,1.06369298582067,22.1701737485959,1.33280731123329,159,3
"354","Harrow",46.1466697934294,1.7301528452403,33.5719773907309,2.16788151508609,67,3
"355","Hartlepool",53.0164842926145,4.49681506725798,22.216749743866,5.63450927927424,26,3
"356","Havering",58.6969152244902,2.79242169818889,47.0425839772252,3.49890438783068,39,3
"357","Herefordshire",44.5801607818326,2.18969396274102,37.5721046794878,2.74368653531449,26,3
"358","Hertfordshire",36.115669989323,0.815506934732037,31.1956828139406,1.02183018921924,192,3
"359","Hillingdon",42.9542923294719,2.78774921016609,37.4577178043583,3.4930497603381,26,3
"360","Hounslow",42.3284792624698,1.85787475155698,28.0587253033044,2.32791706370089,38,3
"361","Isle of Wight",45.6941657946776,2.00055065108594,38.1430942401451,2.50668996581069,35,3
"362","Isles of Scilly",NA,0,NA,0,0,3
"363","Islington",37.3375420896215,1.77101621999561,25.7448028867122,2.21908332365449,65,3
"364","Kensington and Chelsea",38.8983877797482,4.35113442567713,23.0087443372457,5.45197143537345,21,3
"365","Kent",40.1180909343906,0.655335562983032,32.4143229979471,0.821135460417739,409,3
"366","Kingston upon Hull",45.2928293178544,2.53898667576191,35.4574111586931,3.18135030472967,83,3
"367","Kingston upon Thames",28.5508891080739,5.63489704991884,19.5434406371092,7.06052600354831,9,3
"368","Kirklees",38.9830202053388,1.06105320655568,35.4574111586931,1.32949966781427,159,3
"369","Knowsley",45.5358395660014,2.15102607238707,33.9613045147982,2.695235668701,69,3
"370","Lambeth",37.4260514725785,1.28797931288975,32.0139932435073,1.61383807905086,136,3
"371","Lancashire",40.1676262292206,0.515104490226761,31.709671721836,0.645425926254132,830,3
"372","Leeds",33.1353810945526,0.694409374456973,22.1701737485959,0.870094946194587,331,3
"373","Leicester",34.3038359809453,0.746555116968868,28.3327945787851,0.935433561561991,158,3
"374","Leicestershire",47.8668446155844,1.07508242469105,35.3389235691904,1.34707827813788,169,3
"375","Lewisham",36.2550978129175,0.91578889207791,26.5041926768928,1.14748348177362,225,3
"376","Lincolnshire",36.4748621887506,0.84965251536616,28.4242986128045,1.0646146017538,252,3
"377","Liverpool",41.8749540334996,0.750248770609311,31.0729859297166,0.940061709573466,421,3
"378","Luton",50.9510747678559,3.1629964840237,37.7476531067073,3.96323459448169,58,3
"379","Manchester",24.8567292248717,0.681841039805687,17.0842857481102,0.854346822876526,405,3
"380","Medway",48.5420856213269,1.86165608678749,39.8500009232757,2.33265507674473,80,3
"381","Merton",32.1567957736433,2.11218236271649,22.5724074238639,2.64656450048376,21,3
"382","Middlesbrough",52.7210608325537,1.39751841036453,41.4306479062888,1.75109056818676,173,3
"383","Milton Keynes",42.6971710375566,1.11362091595984,33.5986429803978,1.39536700769768,173,3
"384","Newcastle upon Tyne",51.2790403307447,1.56469767981868,40.5179037474338,1.9605661928128,157,3
"385","Newham",48.0407139307561,0.490251123597647,44.9242688108761,0.614284657867852,581,3
"386","Norfolk",34.8051369002653,0.756889898372744,25.239076081337,0.948383042661048,249,3
"387","North East Lincolnshire",42.168404665779,0.774894783264645,33.1177068277339,0.9709431634306,476,3
"388","North Lincolnshire",43.3288782342421,1.28808117157384,39.6445093836185,1.61396570798202,135,3
"389","North Somerset",27.9596609099591,2.69856189151843,30.3992346477124,3.38129805007259,6,3
"390","North Tyneside",46.2278619702084,1.86397246818213,36.0081259396097,2.33555750263221,70,3
"391","North Yorkshire",41.4913060372094,1.13072906849452,33.5986429803978,1.41680352282363,133,3
"392","Northamptonshire",44.3253024210497,0.764149836269224,38.5252199565764,0.957479744845337,339,3
"393","Northumberland",45.3190288018369,2.13175393788867,35.2160507203455,2.67108768417451,59,3
"394","Nottingham",41.485132564037,2.14900248982141,29.0172345666895,2.69270011974623,62,3
"395","Nottinghamshire",44.4818518562902,0.680875383950891,34.182382559881,0.853136856090467,390,3
"396","Oldham",51.0715203876553,2.80055545960008,35.9617622656918,3.50909599087889,30,3
"397","Oxfordshire",40.005401818092,1.10171552428766,36.5609126275588,1.38044955193244,76,3
"398","Peterborough",29.5342078829677,2.07943025110908,19.8222546918092,2.60552610463968,57,3
"399","Plymouth",32.8195262728974,0.957934620334924,21.5636490292205,1.20029207927966,241,3
"400","Portsmouth",47.2283866605443,2.27125514152015,42.0651268022284,2.84588269232474,57,3
"401","Reading",0,0,0,0,1,3
"402","Redbridge",41.9212723782334,1.46390339813395,42.9106513163025,1.83427095786184,70,3
"403","Redcar and Cleveland",47.3751524846208,1.36604599116306,39.6445093836185,1.71165562692732,131,3
"404","Richmond upon Thames",38.7902168378725,2.41213525861907,34.485022800939,3.02240547904969,12,3
"405","Rochdale",37.1420676495277,1.08682646869504,30.2868912976045,1.36179356527489,173,3
"406","Rotherham",36.9977593058241,2.30494618565011,27.1982493254027,2.88809757061958,42,3
"407","Rutland",49.8166961251142,4.38236217767642,25.7888105000413,5.49109980862856,12,3
"408","Salford",58.0044194543467,3.97040221665528,42.6555166462569,4.97491397746907,30,3
"409","Sandwell",47.5365104954101,1.55881680348465,40.4018066020257,1.95319745476626,173,3
"410","Sefton",53.0156709983802,1.20764050969824,50.8116414562413,1.51317355865189,171,3
"411","Sheffield",35.4811410811954,0.937302589360494,26.328231231735,1.1744401444687,219,3
"412","Shropshire",43.3823879562923,1.78655699101867,37.6340671817802,2.23855590974639,67,3
"413","Slough",39.3269100076594,2.05441993528218,30.0953536451295,2.57418817890857,49,3
"414","Solihull",51.9214996128013,1.66073638107112,42.2162589943322,2.08090268548211,69,3
"415","Somerset",33.1534478406065,1.32275240837949,21.1292165396208,1.6574087676995,97,3
"416","South Gloucestershire",38.6883300827259,2.71933047062988,28.5301426566913,3.40732107969924,29,3
"417","South Tyneside",36.1216552596042,2.6730979248634,30.3650343982423,3.34939169985384,18,3
"418","Southampton",36.2767530664319,1.78931964662188,21.0871054638024,2.24201751721722,58,3
"419","Southend-on-Sea",45.3625238916917,1.27203563481494,34.4608484825425,1.59386065042312,167,3
"420","Southwark",31.4697588975559,1.33008202989075,25.1989822352984,1.66659278345311,107,3
"421","St. Helens",49.9415900562164,2.31154256343223,37.5820556377974,2.89636283198059,63,3
"422","Staffordshire",37.2063567785321,1.3028479833103,27.4089060102774,1.63246852308781,130,3
"423","Stockport",58.5328132596334,4.40972760599031,40.9135864012173,5.52538869030586,38,3
"424","Stockton-on-Tees",48.6085243441747,1.45056024174956,36.4661133726904,1.8175519829122,150,3
"425","Stoke-on-Trent",40.2613043875193,1.74602963297748,33.5986429803978,2.18777513012078,83,3
"426","Suffolk",40.5808118215788,1.26488194676349,32.439180607608,1.58489707929466,140,3
"427","Sunderland",47.5150747394013,2.05273394091121,42.1321628608774,2.57207562796175,58,3
"428","Surrey",48.7580758804162,0.936963918492326,37.1058697476499,1.17401578987088,195,3
"429","Sutton",49.3979448232907,2.05903130150952,53.9091225730513,2.57996622079143,27,3
"430","Swindon",44.2008354263388,2.23131855573782,34.1548272602873,2.79584215033948,48,3
"431","Tameside",46.8256578196549,1.57821322400445,35.9394150487008,1.97750116967758,164,3
"432","Telford and Wrekin",40.6675990880705,1.69894956593707,30.40480971236,2.12878380611915,61,3
"433","Thurrock",53.5320757547153,1.93648063093416,42.3006915123209,2.4264102305605,83,3
"434","Torbay",37.9020924032803,1.84237546584773,36.6146515127014,2.30849645870721,9,3
"435","Tower Hamlets",37.9101863333465,1.05526250109896,29.6777536335273,1.322243913877,178,3
"436","Trafford",43.5154740720324,1.57868438901143,40.0963428081748,1.97809153943132,38,3
"437","Wakefield",35.9409913656953,2.1881083995232,28.5331617194062,2.74169982460258,48,3
"438","Walsall",31.7515082864439,2.7385768693836,31.6938248094312,3.43143681733765,25,3
"439","Waltham Forest",38.5154986601028,1.18580092987611,29.7055417923602,1.48580856513476,146,3
"440","Wandsworth",31.5058961651929,1.93958930170624,20.1431864344385,2.43030539503792,65,3
"441","Warrington",NA,0,NA,0,0,3
"442","Warwickshire",44.6612582947179,0.706650653508315,36.5290945702253,0.885433268845918,277,3
"443","West Berkshire",33.9679347871746,2.89916706431061,29.8452668243092,3.63265633158119,13,3
"444","West Sussex",36.4868850978929,0.752219534987138,23.7337035630685,0.942531077338884,300,3
"445","Westminster",37.1547301345152,2.65116869173146,25.6471452176562,3.32191437073952,37,3
"446","Wigan",52.9478881644244,1.69951106017552,41.2573422955083,2.12948735839993,106,3
"447","Wiltshire",42.7965851821629,1.2900220106938,33.9004957433526,1.61639757939933,136,3
"448","Windsor and Maidenhead",35.3256754097523,3.34591475849011,35.1937459242904,4.1924311923881,4,3
"449","Wirral",43.656889195138,1.20722405221837,33.6521014417827,1.51265173742961,139,3
"450","Wokingham",87.1377006318385,4.50584788796152,71.6852986805576,5.64582740361578,2,3
"451","Wolverhampton",48.0025956103006,1.2201150745482,42.0651268022284,1.5288041884089,113,3
"452","Worcestershire",38.3577532189484,0.700174677814872,30.9819517912507,0.877318871302035,401,3
"453","York",45.2894546164445,3.46370740751776,36.5978445708627,4.34002538161975,18,3
"454","Barking and Dagenham",44.6795759290497,1.02067998358763,42.4881254338942,1.27891201943531,141,4
"455","Barnet",45.2575496417679,1.65463934657685,42.034515553817,2.0732631012608,67,4
"456","Barnsley",32.5378124623417,1.99708228286792,33.1722736587194,2.5023441004335,25,4
"457","Bath and North East Somerset",31.6863789746953,2.28139461273369,24.4220535367677,2.85858744975532,24,4
"458","Bedford",32.1875138366564,2.82707185078292,19.8016745525944,3.542321029031,13,4
"459","Bexley",48.3143801527609,2.37041555718356,35.7506763526859,2.970130693151,30,4
"460","Birmingham",48.2752808715364,0.65435483511641,37.586949468966,0.819906608400861,693,4
"461","Blackburn with Darwen",49.8474909322221,3.59719747291339,36.805930011917,4.50728843356047,32,4
"462","Blackpool",44.0940605105664,2.38017251484642,35.7775934733664,2.98235616110257,68,4
"463","Bolton",61.7443358941602,3.88894673559336,32.3925140428435,4.87285025969848,21,4
"464","Bournemouth, Christchurch and Poole",40.3711202560678,1.50748485494483,28.6113432301081,1.88887852324588,88,4
"465","Bracknell Forest",39.9268694218228,0,39.9268694218228,0,1,4
"466","Bradford",48.6436998740684,0.744826862189847,42.1470075668959,0.933268058323878,419,4
"467","Brent",47.2825850024945,1.65013830113331,39.6365733913509,2.06762329132004,85,4
"468","Brighton and Hove",36.8997548825233,0.815132000949599,25.0513231614477,1.02136039718985,377,4
"469","Bristol",36.5895394906326,1.49384981756241,26.0065570699979,1.87179382140571,104,4
"470","Bromley",44.3854934602291,1.90801243561493,37.527240256148,2.39073958182551,62,4
"471","Buckinghamshire UA",41.4910057211546,1.17668953894228,31.8947764283238,1.47439199229467,103,4
"472","Bury",44.5228276492212,1.97741547633022,34.9803520354074,2.47770159184177,83,4
"473","Calderdale",47.4690153656979,2.78654495388597,37.5570711307554,3.49154082721912,51,4
"474","Cambridgeshire",41.469360586668,0.648028353161905,33.7052788991661,0.811979526511867,394,4
"475","Camden",41.1334341361694,1.86062497576784,39.1455046451744,2.33136309463711,52,4
"476","Central Bedfordshire",48.4524503061295,1.86429111709509,40.1491316940631,2.33595676972015,60,4
"477","Cheshire East",56.1265444157143,4.81588161921794,28.1902121017245,6.03429966888008,15,4
"478","Cheshire West and Chester",28.6559928801761,2.36244676044804,18.7487283660676,2.96014579084139,15,4
"479","City of London",NA,0,NA,0,0,4
"480","Cornwall",35.7891643313655,0.661641476426889,26.9981688471373,0.829036769962892,453,4
"481","County Durham",42.4177508156396,1.64894511878879,38.1638089519308,2.06612823384236,85,4
"482","Coventry",45.4778176638762,4.38030061024175,26.8120764677547,5.48851666463291,20,4
"483","Croydon",44.4408590688006,1.34034761477325,33.5887022091303,1.67945556131088,146,4
"484","Cumbria",45.7013593354964,0.677096291457364,39.5370673493643,0.848401653196077,487,4
"485","Darlington",57.0613711213217,2.87443990887527,44.4730794961369,3.60167320582071,48,4
"486","Derby",42.8420192245189,1.3638336606434,28.3480772894942,1.70888357678618,181,4
"487","Derbyshire",46.7698258362241,1.16726205025202,38.5589280382451,1.46257934896578,262,4
"488","Devon",34.4726330972755,0.879937553911,23.7620094631133,1.10256175505048,183,4
"489","Doncaster",58.0754134624221,1.15799942634047,46.6404693805432,1.45097328120461,329,4
"490","Dorset",37.1188700022372,1.75531768716216,25.7854047553474,2.19941306201418,61,4
"491","Dudley",39.8497081202975,1.68487179209538,31.557974081816,2.11114435549551,83,4
"492","Ealing",43.7154202625569,1.60377829602035,31.0542317725288,2.0095342049135,93,4
"493","East Riding of Yorkshire",49.8687496701921,2.08837554312006,44.5724485683871,2.61673455552943,49,4
"494","East Sussex",39.3292184854998,0.910616100007464,28.5684649407155,1.14100197330935,234,4
"495","Enfield",45.1393887921587,1.18874103482529,30.5880648044011,1.48949251663608,203,4
"496","Essex",50.1417023439277,0.65196089990913,39.6365733913509,0.816907007586139,595,4
"497","Gateshead",39.5226129990508,2.89658561148149,36.381002681589,3.6294217711863,15,4
"498","Gloucestershire",43.6944894017934,0.69060972432541,37.527240256148,0.865333984579739,315,4
"499","Greenwich",47.6334942469027,1.68961299977624,34.5371312006508,2.11708508871962,133,4
"500","Hackney",36.105363513495,1.21757003295386,24.8969019283909,1.52561525129118,178,4
"501","Halton",72.5117356036816,5.07857776840147,69.0742624013016,6.36345794380705,31,4
"502","Hammersmith and Fulham",40.9570093802389,1.62386232065018,23.7222404096186,2.03469948777468,103,4
"503","Hampshire",48.3769475820571,1.1483374202004,39.4948510963151,1.4388667875111,154,4
"504","Haringey",34.0617515322847,1.18806769252437,24.7624714268817,1.48864881873304,159,4
"505","Harrow",51.5424734674401,1.93245487745058,37.4974567321351,2.42136596144558,67,4
"506","Hartlepool",59.2155565552452,5.02261533344994,24.8144934256777,6.29333701281277,26,4
"507","Havering",65.5601847136896,3.11893191714775,52.5431444422712,3.90802169218614,39,4
"508","Herefordshire",49.792796848777,2.4457288788467,41.9653079458861,3.06449828519491,26,4
"509","Hertfordshire",40.3385763374967,0.910861926420623,34.8433085406556,1.14130999380504,192,4
"510","Hillingdon",47.9768200525645,3.11371308790135,41.8375461268257,3.90148249914039,26,4
"511","Hounslow",47.2778323781359,2.07511095636173,31.3395551824128,2.60011402832125,38,4
"512","Isle of Wight",51.0370594158092,2.23446955794304,42.6030617515693,2.79979035610262,35,4
"513","Isles of Scilly",NA,0,NA,0,0,4
"514","Islington",41.7033185950022,1.97809629466538,28.7550721569463,2.47855465721573,65,4
"515","Kensington and Chelsea",43.4466696955311,4.85990065356052,25.6990937770868,6.08945551891133,21,4
"516","Kent",44.808989398507,0.731962154983767,36.2044409827512,0.91714858019466,409,4
"517","Kingston upon Hull",50.5887957642657,2.83586343186731,39.6033491051889,3.55333688012974,83,4
"518","Kingston upon Thames",31.8892663525258,6.29377012441649,21.8286016089534,7.88609396589386,9,4
"519","Kirklees",43.5411979587843,1.18511925110196,39.6033491051889,1.48495442163075,159,4
"520","Knowsley",50.8602205349696,2.40253965800949,37.9323068102063,3.01038219148589,69,4
"521","Lambeth",41.8021771376251,1.43857920535545,35.7573017668814,1.80253974431037,136,4
"522","Lancashire",44.8643167196529,0.575334247071767,35.4173967634102,0.720893811580923,830,4
"523","Leeds",37.0098104271584,0.775604760185457,24.7624714268817,0.971832764512377,331,4
"524","Leicester",38.3148895422794,0.833847761509075,31.6456706274262,1.04481124517087,158,4
"525","Leicestershire",53.4637836189022,1.20078886727899,39.4710070864581,1.50458845070057,169,4
"526","Lewisham",40.4943070745231,1.0228695783032,29.6032553148435,1.28165558161391,225,4
"527","Lincolnshire",40.7397678967486,0.949000056251938,31.747873977456,1.18909707048368,252,4
"528","Liverpool",46.7712776866348,0.83797330395044,34.7062650459037,1.0499805498499,421,4
"529","Luton",56.9086443532204,3.53283699745135,42.1613827697622,4.42664475780654,58,4
"530","Manchester",27.7631584748227,0.761566844596019,19.0819044759654,0.954243256278812,405,4
"531","Medway",54.2179787055337,2.07933443276128,44.5095523568607,2.60540604424989,80,4
"532","Merton",35.9168018056396,2.35915405978463,25.2117371838262,2.95602003691014,21,4
"533","Middlesbrough",58.8855900393513,1.56092640940104,46.275020061205,1.9558407909795,173,4
"534","Milton Keynes",47.6896342724035,1.24383355875052,37.527240256148,1.5585234491144,173,4
"535","Newcastle upon Tyne",57.2749580308726,1.74765349282263,45.255551228439,2.18980982650675,157,4
"536","Newham",53.6579829967589,0.547574844371811,50.1771404869268,0.686111279997879,581,4
"537","Norfolk",38.874806204715,0.845390960588999,28.1902121017245,1.05927487361802,249,4
"538","North East Lincolnshire",47.0990406973997,0.865501107344536,36.9900695567415,1.0844728875027,476,4
"539","North Lincolnshire",48.3952052609516,1.43869297409641,44.2800332544426,1.8026822965428,135,4
"540","North Somerset",31.2289074609536,3.01409734042473,33.953733872326,3.77666396755218,6,4
"541","North Tyneside",51.6331592230132,2.08192166228636,40.2184574566816,2.60864784284481,70,4
"542","North Yorkshire",46.3427707811931,1.26294212069102,37.527240256148,1.58246647722585,133,4
"543","Northamptonshire",49.5081385980861,0.85349978313415,43.0298683811387,1.06943522826709,339,4
"544","Northumberland",50.6180586821332,2.38101408562276,39.3337670520242,2.98341064928532,59,4
"545","Nottingham",46.3358754607157,2.4002794634783,32.410140308002,3.00755016773831,62,4
"546","Nottinghamshire",49.6829929299013,0.760488277247665,38.1792349054279,0.952891811391324,390,4
"547","Oldham",57.0431733493662,3.12801673699723,40.166672605392,3.91940497145753,30,4
"548","Oxfordshire",44.6831238525664,1.23053610224652,40.83587997762,1.54186173611488,76,4
"549","Peterborough",32.9875618978355,2.32257233349573,22.1400166272213,2.91018313387015,57,4
"550","Plymouth",36.6570235665333,1.06994329110148,24.0850274337249,1.34063894375016,241,4
"551","Portsmouth",52.7506725243197,2.53682678281278,46.9836868362075,3.17864395886441,57,4
"552","Reading",0,0,0,0,1,4
"553","Redbridge",46.8230119085231,1.63507361191983,47.9280762152855,2.04874723573555,70,4
"554","Redcar and Cleveland",52.9145992741209,1.52577400644522,44.2800332544426,1.91179483007586,131,4
"555","Richmond upon Thames",43.3258506217706,2.69417962604428,38.5172620407497,3.37580707143348,12,4
"556","Rochdale",41.4849878641563,1.213906110174,33.8282545220694,1.52102435604802,173,4
"557","Rotherham",41.3238059411754,2.57445722843176,30.3784661058032,3.225794907225,42,4
"558","Rutland",55.641625923564,4.89477978104851,28.8042254599373,6.13315906565379,12,4
"559","Salford",64.7867173103275,4.43465047040423,47.6431093472468,5.55661703941651,30,4
"560","Sandwell",53.0948244350502,1.7410849817303,45.1258791618818,2.18157948210807,173,4
"561","Sefton",59.2146481647442,1.34884660600558,56.7529074864748,1.69010479732499,171,4
"562","Sheffield",39.629853702518,1.0468988132694,29.4067191799732,1.31176421302656,219,4
"563","Shropshire",48.4549717282041,1.99545420546816,42.034515553817,2.50030411945161,67,4
"564","Slough",43.9252978535584,2.29463762995827,33.6143208966334,2.87518095033771,49,4
"565","Solihull",57.9925383166774,1.85492173630173,47.1524905014873,2.32421693558607,69,4
"566","Somerset",37.0299896683321,1.47741822363528,23.5997979433018,1.85120503421501,97,4
"567","South Gloucestershire",43.212050527477,3.0372943325934,31.8660940754206,3.80572979873954,29,4
"568","South Tyneside",40.3452614490345,2.98565594191065,33.9155346813815,3.74102689521404,18,4
"569","Southampton",40.5184944175035,1.9985398908224,23.5527629347569,2.50417048320047,58,4
"570","Southend-on-Sea",50.6666395336842,1.42077127668317,38.4902610855318,1.78022640968401,167,4
"571","Southwark",35.1494315898602,1.48560487770938,28.145430192111,1.86146291176985,107,4
"572","St. Helens",55.7811233598664,2.5818249025963,41.9764224424889,3.23502660295317,63,4
"573","Staffordshire",41.5567941448866,1.45518642867357,30.6137542997184,1.82334859512799,130,4
"574","Stockport",65.3768947556612,4.92534497392392,45.6974999709042,6.17145725232667,38,4
"575","Stockton-on-Tees",54.2921859262264,1.62017027681477,40.7299961055951,2.03007335684891,150,4
"576","Stoke-on-Trent",44.9689484083578,1.95018809448131,37.527240256148,2.44358568238508,83,4
"577","Suffolk",45.3258149713487,1.41278112748635,36.2322051246091,1.77021475274039,140,4
"578","Sunderland",53.0708822548173,2.29275449688451,47.0585612375401,2.87282138459629,58,4
"579","Surrey",54.4592241138843,1.04652054254445,41.444557440781,1.3112902398082,195,4
"580","Sutton",55.1739111792431,2.29978819060512,60.2125685843122,2.88163460282822,27,4
"581","Swindon",49.3691180186776,2.49222052146651,38.1484576401441,3.12275231339753,48,4
"582","Tameside",52.3008537033942,1.76274937256242,40.1417123895415,2.20872496382071,164,4
"583","Telford and Wrekin",45.4227500351461,1.89760308418396,33.9599608140092,2.3776966644825,61,4
"584","Thurrock",59.7914347144781,2.16290800586323,47.2467954824903,2.71012373134663,83,4
"585","Torbay",42.3338802301765,2.05779938163686,40.8959024033775,2.57842262519099,9,4
"586","Tower Hamlets",42.3429205613108,1.1786514543206,33.1478920597453,1.47685027226371,178,4
"587","Trafford",48.6036192388506,1.76327562960284,44.7846983234746,2.20938436389236,38,4
"588","Wakefield",40.1434730209635,2.44395792006569,31.8694661488678,3.06227927384231,48,4
"589","Walsall",35.464125162901,3.05879116002532,35.3996969149528,3.83266532351173,25,4
"590","Waltham Forest",43.0190104001013,1.32445338394728,33.1789294118612,1.65954009008594,146,4
"591","Wandsworth",35.1897942891991,2.16638016499209,22.4984740392811,2.71447434673508,65,4
"592","Warrington",NA,0,NA,0,0,4
"593","Warwickshire",49.8833768716665,0.789277378459661,40.8003415220123,0.988964555209955,277,4
"594","West Berkshire",37.9397123421672,3.23815872648697,33.3349921090007,4.05741288428817,13,4
"595","West Sussex",40.7531966117186,0.840174504407796,26.5088204990629,1.05273865402297,300,4
"596","Westminster",41.4991309388229,2.96116258362665,28.6459956441938,3.71033671728419,37,4
"597","Wigan",59.138939669714,1.89823023240543,46.0814503001497,2.378482481204,106,4
"598","Wiltshire",47.8006726405804,1.44086075021748,37.8643878357093,1.8053985200225,136,4
"599","Windsor and Maidenhead",39.456209856032,3.73714340462219,39.3088542172733,4.68264068599161,4,4
"600","Wirral",48.7615696448754,1.34838145329352,37.586949468966,1.68952196097679,139,4
"601","Wokingham",97.3264732414076,5.03270433713173,80.0672642638722,6.30597853442606,2,4
"602","Wolverhampton",53.6154076055226,1.36277978754772,46.9836868362075,1.70756307379729,113,4
"603","Worcestershire",42.8428202166773,0.78204418467018,34.6045865350271,0.979901363391736,401,4
"604","York",50.5850264682653,3.86870922539203,40.8771302718746,4.84749265941621,18,4
"605","Barking and Dagenham",60.6161787272358,1.38474278284798,57.6430673642904,1.73508270690852,141,5
"606","Barnet",61.4003078766575,2.24482690973814,57.0276609511485,2.81276811790189,67,5
"607","Barnsley",44.1436118091762,2.7094146279175,45.0043767666636,3.39489652878063,25,5
"608","Bath and North East Somerset",42.9884834672358,3.0951373355114,33.1330710126173,3.87820708139579,24,5
"609","Bedford",43.6683663830297,3.83545029285687,26.8646650918235,4.80581921694966,13,5
"610","Bexley",65.5474686484486,3.21591085153155,48.5024609646079,4.02953629696903,30,5
"611","Birmingham",65.4944231803678,0.887754389151625,50.9937079626817,1.11235624960699,693,5
"612","Blackburn with Darwen",67.6274193884477,4.88026934905415,49.9341093874152,6.11497749436485,32,5
"613","Blackpool",59.8218178472064,3.2291479845443,48.5389790596002,4.04612242463401,68,5
"614","Bolton",83.7677086706964,5.27608164320464,43.9464874009438,6.61093029893541,21,5
"615","Bournemouth, Christchurch and Poole",54.7709549604174,2.04518439344732,38.8166239002933,2.5626160449895,88,5
"616","Bracknell Forest",54.1682458386684,0,54.1682458386684,0,1,5
"617","Bradford",65.9942522776594,1.01049656941778,57.1802773497689,1.26615220148048,419,5
"618","Brent",64.1476460687143,2.23872040202422,53.7744051250763,2.80511666373635,85,5
